district_area_id,district_area_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std,source_year,planning_room_id,planning_room_name,prediction_area_id,prediction_area_name
14010.0,Wedding Zentrum,8134,7336,6115,159,219,258,5483,68,3365,66,585.84,549.0,193.68,464.72,460.0,94.29,554.8,531.0,117.5,720.18,706.0,152.65,767.18,773.42,99.37,907.68,863.0,375.16,2021,,,,
21001.0,Südliche  Friedrichstadt,6397,5830,4927,118,302,264,4434,118,3146,106,550.06,512.0,180.61,422.29,416.0,103.26,548.53,520.0,150.77,667.62,655.0,138.02,718.11,704.97,137.98,754.73,651.0,326.99,2021,,,,
22002.0,Tempelhofer Vorstadt,7498,6259,5444,143,347,329,4853,126,3217,102,567.01,533.0,180.93,462.97,446.0,109.71,566.78,545.0,152.63,721.32,691.0,153.71,793.34,751.11,230.07,771.79,658.0,362.42,2021,,,,
23003.0,Nördliche Luisenstadt,3009,2751,2356,86,141,114,2073,34,1612,34,513.16,475.0,171.84,424.34,414.0,91.88,490.88,458.0,141.91,628.46,613.5,189.4,612.66,609.83,79.82,816.69,693.0,362.36,2021,,,,
23004.0,Südliche Luisenstadt,3184,2902,2526,65,150,130,2208,38,1542,34,546.15,499.0,197.53,427.08,424.5,94.84,542.61,493.0,165.1,685.75,656.0,162.01,704.97,638.66,194.7,758.15,641.0,372.36,2021,,,,
24005.0,Karl-Marx-Allee Nord,3813,2920,2520,72,109,122,2279,39,1529,37,565.49,531.0,181.58,457.76,450.5,112.19,558.29,559.0,109.69,683.86,661.0,128.16,703.73,684.05,113.43,1064.16,1149.5,445.01,2021,,,,
24006.0,Karl-Marx-Allee Süd,4669,4310,3741,85,224,134,3336,97,2412,82,535.2,495.5,188.21,408.23,397.0,89.14,531.23,496.0,162.04,652.59,612.5,207.68,755.31,683.09,367.38,852.02,754.0,413.44,2021,,,,
25007.0,Frankfurter Allee Nord,2752,2446,2092,46,168,137,1880,44,1105,37,600.52,570.0,183.57,498.18,489.5,100.89,570.41,538.0,115.86,678.25,629.0,199.94,741.28,701.17,162.04,940.56,807.0,408.58,2021,,,,
25008.0,Frankfurter Allee Süd FK,5768,5249,4605,111,254,264,4124,76,2505,60,593.18,556.0,194.24,488.71,475.5,150.63,577.79,548.5,156.77,688.78,674.0,181.97,759.71,732.88,159.82,956.73,842.5,434.23,2021,,,,
31001.0,Buch,2772,2296,1927,49,110,97,1510,30,762,3,671.22,599.0,243.3,608.37,564.5,191.89,739.89,738.0,174.86,839.14,820.5,188.02,990.12,979.11,108.48,891.22,877.5,210.31,2021,,,,
32002.0,Blankenfelde/Niederschönhausen,3002,2788,2368,56,66,143,2054,23,633,17,727.26,680.0,228.31,543.93,542.0,143.06,554.62,575.5,94.25,739.06,711.0,229.03,824.44,747.99,239.4,890.32,858.5,345.57,2021,,,,
32003.0,Buchholz,1723,1633,1325,33,34,55,1153,2,373,1,731.68,677.0,239.72,609.47,583.0,96.44,699.46,651.5,249.42,723.8,640.5,255.69,1010.79,1010.79,461.63,864.86,789.5,360.38,2021,,,,
33004.0,Karow,1732,1653,1395,43,29,49,1145,6,621,3,636.77,579.0,238.8,523.97,459.0,192.73,690.88,662.0,127.92,833.06,809.0,119.0,906.81,876.13,115.97,808.85,756.5,299.44,2021,,,,
33005.0,Blankenburg/Heinersdorf/Märchenland,2160,2034,1703,43,50,76,1536,19,644,14,674.39,631.5,203.98,579.53,544.0,156.39,676.58,664.0,185.36,763.17,720.5,190.63,792.0,773.93,198.14,826.15,753.0,311.5,2021,,,,
34006.0,Schönholz/Wilhelmsruh/Rosenthal,2066,1944,1662,35,48,74,1491,13,390,7,730.1,702.0,200.65,562.47,579.5,106.1,713.52,660.0,233.56,877.09,836.0,258.87,932.54,888.11,214.8,898.07,875.0,311.11,2021,,,,
34007.0,Pankow Zentrum,4394,3818,3226,75,97,171,2873,21,1450,16,650.22,599.0,228.3,486.27,476.0,129.0,586.94,545.5,184.99,731.63,654.0,215.62,806.38,710.69,253.04,796.31,642.0,417.83,2021,,,,
34008.0,Pankow Süd,3828,3584,3038,75,134,110,2725,47,1267,37,651.12,614.0,202.09,546.35,566.5,108.07,630.32,623.5,141.67,746.69,694.5,180.65,772.8,720.2,138.39,869.19,738.0,349.16,2021,,,,
35009.0,Weißensee,4191,3612,3095,67,119,168,2792,37,1526,27,618.42,579.0,204.0,497.16,476.0,117.12,570.8,531.0,153.57,600.29,584.0,131.54,791.22,734.16,190.23,702.09,648.0,270.43,2021,,,,
35010.0,Weißensee Ost,2330,1962,1650,38,81,48,1515,32,868,26,614.11,572.0,193.13,463.76,462.5,76.34,593.89,540.0,161.96,666.98,619.0,228.14,811.66,804.87,110.71,669.06,662.5,184.59,2021,,,,
36011.0,Prenzlauer Berg Nordwest,2589,2368,2071,48,100,116,1841,20,899,18,630.04,606.0,198.86,504.4,526.5,132.02,597.35,596.0,112.5,706.84,652.5,170.33,815.24,794.7,169.24,968.28,854.0,390.33,2021,,,,
36012.0,Prenzlauer Berg Nord,2620,2427,2094,44,101,92,1890,39,966,26,619.51,597.0,182.22,511.3,507.0,94.02,612.22,597.0,142.21,671.39,640.0,137.84,846.52,775.06,181.16,942.81,890.0,340.89,2021,,,,
36013.0,Helmholtzplatz,1413,1273,1072,16,68,72,953,23,538,23,602.28,575.0,196.18,496.71,470.0,154.12,544.72,531.0,92.12,638.4,580.5,179.21,714.16,715.29,86.15,922.47,871.5,377.17,2021,,,,
36014.0,Prenzlauer Berg Ost,4329,4073,3494,81,136,119,3172,69,1520,59,632.31,606.0,194.47,526.03,528.0,103.65,645.11,612.5,192.19,733.26,687.0,165.23,830.58,727.63,583.23,896.43,883.0,306.75,2021,,,,
37015.0,Prenzlauer Berg Südwest,2114,1931,1690,25,84,98,1499,35,897,28,583.0,558.0,190.94,482.11,461.0,119.72,542.19,504.0,183.53,622.47,583.0,222.44,760.79,739.98,156.26,969.41,906.0,460.57,2021,,,,
37016.0,Prenzlauer Berg Süd,2444,2242,1916,38,80,121,1746,27,998,26,603.58,578.0,186.54,518.44,521.0,117.97,603.61,590.0,106.56,707.8,697.5,165.05,722.1,744.99,107.84,935.01,908.0,336.49,2021,,,,
41001.0,Charlottenburg Nord,2954,2713,2240,62,106,124,2022,24,1077,19,619.88,581.0,210.62,495.96,462.5,133.43,634.31,603.0,200.86,818.68,773.0,227.92,837.24,789.72,183.3,759.88,690.0,293.6,2021,,,,
42002.0,Heerstraße,2015,1661,1461,38,62,110,1275,26,289,18,746.53,702.0,214.82,607.74,599.0,104.17,711.32,687.0,148.17,780.23,764.0,107.56,932.58,838.94,461.13,1042.9,958.5,325.39,2021,,,,
42003.0,Westend,4572,3700,3186,81,158,187,2839,70,1523,58,621.1,585.0,196.2,476.11,466.0,96.98,647.57,590.0,183.75,694.8,685.0,180.26,777.07,789.71,135.67,880.44,839.0,315.89,2021,,,,
43004.0,Schloss Charlottenburg,5253,4591,3888,96,156,255,3475,54,2304,45,558.35,516.0,203.4,410.9,402.0,91.13,529.03,498.5,158.18,662.7,640.0,180.45,715.85,674.35,163.18,802.61,761.0,349.9,2021,,,,
43005.0,Mierendorffplatz,1753,1597,1347,38,82,74,1225,36,797,29,582.11,543.0,175.77,459.42,459.5,81.16,600.39,574.0,137.68,660.25,648.0,141.07,827.98,776.36,346.17,847.83,708.5,327.54,2021,,,,
43006.0,Otto-Suhr-Allee/Kantstraße,6518,5902,5027,160,317,298,4510,168,3020,142,566.11,527.0,190.94,437.09,416.0,106.36,585.0,556.0,150.17,663.93,649.0,153.94,754.54,716.11,181.58,827.15,752.0,331.03,2021,,,,
44007.0,Grunewald,2571,2086,1784,60,58,122,1610,21,609,19,674.46,645.0,196.64,558.44,555.0,110.81,663.46,668.0,134.4,744.32,708.5,114.11,740.74,720.56,101.61,981.26,969.0,320.67,2021,,,,
44008.0,Schmargendorf,3679,3462,2905,65,92,125,2635,34,1102,28,659.55,633.0,183.45,553.81,563.5,105.0,633.64,610.0,118.68,708.64,700.0,157.45,807.51,743.81,177.67,930.66,876.0,342.37,2021,,,,
45009.0,Halensee,3313,3064,2595,80,125,124,2340,58,1499,51,580.39,543.0,180.89,457.72,444.0,93.05,563.75,533.0,125.25,643.18,631.5,134.57,721.82,704.77,150.08,869.2,820.0,329.06,2021,,,,
45010.0,Lietzenburger Straße,6736,6062,5348,140,397,277,4696,256,2859,238,593.49,561.0,183.15,465.69,466.0,103.08,590.9,576.0,113.07,652.31,648.0,112.43,710.14,685.83,119.17,815.11,745.5,284.55,2021,,,,
45011.0,Volkspark Wilmersdorf,5995,5103,4265,125,200,248,3794,80,2481,70,570.07,534.0,179.66,450.69,444.0,86.39,543.6,517.0,139.88,620.5,608.0,162.14,724.52,687.58,163.44,888.26,797.0,386.5,2021,,,,
51001.0,Hakenfelde,3648,3363,2838,58,93,119,2500,36,954,22,691.39,649.0,208.62,586.02,549.0,155.5,700.11,658.0,156.45,819.14,724.0,236.84,899.23,876.76,152.56,1087.05,995.0,381.93,2021,,,,
51002.0,Falkenhagener Feld,5934,5097,4212,99,132,197,3618,53,1692,42,648.99,612.0,189.7,570.55,550.0,115.03,718.08,710.5,125.01,813.86,792.5,142.04,888.39,820.9,258.21,994.23,965.0,344.83,2021,,,,
51003.0,Spandau Mitte,6251,5458,4645,122,193,248,4139,69,2485,54,591.92,560.0,195.29,473.4,454.0,129.5,623.59,598.0,163.91,678.88,611.0,198.94,798.15,765.97,152.79,907.08,812.0,381.53,2021,,,,
52004.0,Brunsbütteler Damm,2637,2451,2007,51,92,94,1698,49,555,23,699.36,672.0,206.12,643.39,643.0,117.43,758.65,743.0,149.09,913.6,885.0,204.66,967.51,928.03,242.44,1044.52,997.0,343.82,2021,,,,
52005.0,Heerstraße,4105,3758,3056,70,173,173,2667,76,724,50,710.99,678.0,185.98,594.62,580.5,96.21,729.87,705.0,146.38,788.06,752.0,157.96,908.96,854.0,179.61,1008.85,928.0,309.36,2021,,,,
52006.0,Wilhelmstadt,5258,4887,4135,99,138,227,3601,46,2253,37,601.04,552.0,206.92,470.62,469.5,96.55,591.15,563.0,140.95,678.93,624.0,191.03,795.15,756.67,184.97,868.6,762.5,370.78,2021,,,,
53007.0,Haselhorst,2312,2110,1801,39,88,113,1600,44,714,28,643.22,626.0,208.62,540.03,534.5,177.43,714.44,691.0,140.35,784.39,747.5,161.46,900.29,810.03,274.86,1009.63,987.5,345.69,2021,,,,
53008.0,Siemensstadt,1737,1592,1340,33,81,64,1212,33,724,23,606.19,555.5,206.12,471.27,456.0,113.16,659.27,628.0,200.53,813.0,778.0,190.16,892.13,842.45,159.85,807.29,728.0,351.45,2021,,,,
54009.0,Gatow/Kladow,2088,1625,1382,43,36,129,1058,14,464,0,689.8,629.0,255.03,635.38,648.0,161.01,787.23,787.0,151.06,1126.89,1078.0,223.44,1213.87,1221.79,222.2,1053.6,980.0,327.83,2021,,,,
61001.0,Schloßstraße,2815,2577,2190,55,114,124,1933,52,1018,50,609.5,588.0,188.01,483.06,462.0,111.2,629.04,603.5,152.4,769.77,754.0,146.93,776.79,782.37,82.91,890.76,767.5,387.14,2021,,,,
61002.0,Albrechtstraße,5053,4745,3981,101,106,201,3547,28,2197,22,579.27,548.0,183.92,471.9,476.0,103.33,555.12,523.0,112.86,731.05,707.0,143.62,836.16,802.95,209.27,942.56,804.0,454.46,2021,,,,
62003.0,Lankwitz,5277,4851,4029,120,113,165,3586,35,1967,24,615.02,584.0,178.4,522.76,521.0,88.72,643.45,637.5,126.2,758.42,735.0,156.99,860.69,784.91,259.99,839.72,764.0,288.29,2021,,,,
62004.0,Ostpreußendamm,4383,3967,3347,114,81,165,2894,24,1205,18,669.57,639.5,208.83,527.66,522.5,132.88,722.45,712.5,191.02,798.0,777.0,201.4,878.03,860.26,110.03,790.45,737.0,282.02,2021,,,,
63005.0,Teltower Damm,4031,3532,2976,77,76,143,2603,23,1064,9,687.1,647.0,236.69,544.0,508.0,193.09,677.13,653.0,171.19,749.03,683.0,212.27,971.03,961.24,173.46,783.24,704.5,272.54,2021,,,,
63006.0,Drakestraße,5011,4278,3638,88,146,162,3259,63,1545,41,654.64,610.0,201.73,504.46,508.0,99.13,687.5,646.0,194.17,775.85,722.0,192.87,865.32,841.54,160.7,928.28,797.5,381.9,2021,,,,
64007.0,Zehlendorf Südwest,3651,3012,2601,89,94,198,2176,14,813,5,701.01,647.0,236.22,579.28,585.0,117.61,727.3,725.0,171.12,1029.7,995.0,242.06,1046.34,1025.16,306.73,885.0,811.0,310.12,2021,,,,
64008.0,Zehlendorf Nord,4628,4093,3543,103,139,182,3187,40,1374,27,671.72,630.0,218.83,541.47,525.0,117.53,680.6,655.0,174.61,761.27,727.0,197.87,892.13,850.68,207.47,848.96,772.0,325.96,2021,,,,
71001.0,Schöneberg Nordwest,3842,3543,3033,84,124,175,2711,61,1532,55,605.57,580.0,170.61,519.21,525.0,97.15,641.25,618.0,120.36,703.73,681.0,161.07,752.09,734.03,108.64,970.37,952.0,324.12,2021,,,,
71002.0,Schöneberg Nordost,2481,2262,1927,45,96,123,1740,37,1094,33,590.87,556.0,168.62,514.26,485.0,102.07,608.71,586.0,123.05,716.71,711.5,153.05,762.49,746.61,119.34,904.69,919.0,319.27,2021,,,,
72003.0,Schöneberg Südwest,2121,1946,1648,39,69,105,1470,26,1012,24,571.57,537.0,171.74,467.3,456.0,64.78,578.69,539.0,141.8,647.59,602.5,163.07,718.89,692.62,129.7,846.22,765.0,347.06,2021,,,,
72004.0,Schöneberg Südost,3695,3404,2920,65,135,151,2626,57,1804,47,557.11,513.0,193.28,399.15,402.5,87.28,568.56,553.0,158.22,673.52,659.0,181.21,749.65,706.64,147.42,888.56,867.0,371.59,2021,,,,
73005.0,Friedenau West,2036,1859,1605,41,83,93,1424,38,878,33,584.25,550.0,193.06,488.83,461.0,125.21,594.63,592.0,133.19,699.62,683.5,117.56,796.96,714.26,306.31,947.57,911.0,365.61,2021,,,,
73006.0,Friedenau Ost,2802,1866,1553,33,90,126,1399,39,844,31,596.8,567.0,177.92,485.38,477.0,91.04,580.66,549.5,137.01,722.34,676.5,180.81,784.38,756.2,148.44,989.13,887.0,392.45,2021,,,,
74007.0,Tempelhof Nord,2999,2105,1793,36,94,96,1629,30,907,24,622.07,572.0,224.23,472.79,473.0,124.78,650.89,612.5,183.1,749.2,707.0,182.71,800.39,762.81,177.89,956.86,830.0,376.11,2021,,,,
74008.0,Tempelhof Südwest,3853,3598,3031,87,107,148,2750,26,1779,22,568.69,536.0,192.6,468.26,468.0,114.84,610.22,570.0,194.2,711.43,726.0,149.55,791.67,798.04,134.34,936.31,791.0,423.27,2021,,,,
74009.0,Tempelhof Südost,2502,2023,1702,42,107,115,1541,54,922,41,584.05,553.0,196.47,449.28,431.0,122.34,643.8,627.0,179.93,731.15,718.0,169.94,825.32,787.14,162.51,952.88,812.0,427.11,2021,,,,
75010.0,Mariendorf Nord,3719,3507,2949,81,94,117,2693,30,1691,27,585.44,550.0,188.15,466.25,452.5,111.77,613.32,586.0,114.27,735.33,708.0,153.94,772.99,762.01,168.52,891.23,758.5,397.58,2021,,,,
75011.0,Mariendorf Süd,2898,2709,2320,54,96,90,2111,34,1322,21,589.67,547.0,190.68,474.8,476.0,98.78,605.96,540.0,200.42,764.21,786.0,176.34,868.31,851.51,130.18,908.43,727.0,446.21,2021,,,,
76012.0,Marienfelde Nord,2102,1968,1622,39,71,63,1447,24,784,8,633.33,582.0,200.96,485.62,482.0,104.12,699.05,656.0,161.89,910.36,892.5,215.42,984.43,985.53,189.1,896.53,814.0,364.62,2021,,,,
76013.0,Marienfelde Süd,2182,2026,1690,45,87,69,1525,30,566,10,678.5,640.0,198.89,572.94,580.5,137.76,795.26,757.5,171.44,885.53,858.0,162.2,1024.79,993.19,206.65,870.46,857.0,228.74,2021,,,,
76014.0,Lichtenrade Nord,2024,1922,1580,42,41,61,1393,11,578,3,662.34,637.0,195.67,549.61,542.0,111.13,767.35,762.0,140.41,877.16,850.0,184.46,1012.05,976.78,189.52,1043.52,966.0,330.26,2021,,,,
76015.0,Lichtenrade Süd,3561,3358,2788,62,99,103,2341,25,927,7,698.66,671.0,232.98,581.89,516.0,195.07,788.25,771.0,224.87,975.97,945.0,181.93,1087.04,1026.44,284.88,1059.62,947.0,368.07,2021,,,,
81001.0,Schillerpromenade,4336,4050,3464,98,150,135,3117,49,1854,43,595.01,563.0,189.21,452.46,436.5,86.19,580.47,528.0,163.58,612.83,576.0,153.6,762.32,713.73,310.51,939.95,867.0,368.38,2021,,,,
81002.0,Neuköllner Mitte/Zentrum,5011,4626,3877,94,187,198,3483,71,2030,58,587.62,563.0,198.24,461.35,426.0,142.4,545.98,522.0,129.9,602.83,554.0,185.51,779.98,766.19,128.82,855.48,758.5,384.14,2021,,,,
81003.0,Reuterstraße,4541,4200,3558,73,148,193,3167,29,1939,28,597.45,564.0,182.14,457.38,474.5,89.09,568.45,544.0,155.08,669.68,662.0,154.48,689.52,668.16,138.29,920.09,862.0,354.7,2021,,,,
81004.0,Rixdorf,4702,4374,3700,114,158,170,3322,50,1691,43,621.84,597.0,189.37,480.42,472.0,109.4,593.73,573.5,172.91,639.11,620.0,163.42,773.62,729.95,208.82,925.08,847.0,382.45,2021,,,,
81005.0,Köllnische Heide,2348,2159,1793,36,86,103,1654,39,613,31,685.87,649.0,191.0,538.1,562.5,118.06,623.67,616.0,115.24,738.9,719.5,160.83,804.51,798.73,121.49,918.36,856.0,308.58,2021,,,,
82006.0,Britz Nord,2951,2703,2265,63,104,143,2070,41,1116,33,620.8,584.0,187.59,490.06,454.0,126.76,574.73,560.0,104.98,640.42,609.5,125.84,777.73,764.48,151.18,909.72,849.5,323.43,2021,,,,
82007.0,Britz,3261,3077,2619,77,78,106,2356,17,1116,13,652.97,610.5,205.53,512.51,493.0,116.19,601.37,568.5,142.91,772.19,741.5,158.33,816.0,833.39,113.88,961.14,901.5,399.04,2021,,,,
82008.0,Buckow,3078,2896,2403,69,78,104,2152,23,700,11,695.18,657.0,178.02,563.79,559.0,86.68,673.43,670.0,169.77,877.24,845.0,175.8,918.85,906.06,107.66,918.32,810.5,322.88,2021,,,,
83009.0,Gropiusstadt West,3057,2897,2340,45,87,70,2068,28,1207,19,615.18,549.0,226.37,475.89,453.0,112.51,644.27,675.0,209.06,814.69,842.0,176.23,865.01,825.73,164.12,925.46,844.5,409.16,2021,,,,
83010.0,Gropiusstadt Ost,2808,2653,2128,63,86,69,1896,29,1070,20,628.88,573.5,200.28,494.16,470.5,109.26,657.23,614.0,178.04,838.21,840.0,174.82,905.81,861.8,223.16,937.36,968.0,311.63,2021,,,,
84011.0,Buckow Nord,2403,1207,1032,36,57,34,931,32,588,27,573.86,526.0,205.61,445.93,437.5,67.8,614.14,546.0,204.97,758.69,732.0,152.04,807.95,825.99,88.87,821.14,768.0,373.54,2021,,,,
84012.0,Rudow,4851,4570,3815,119,108,170,3301,25,1668,19,633.6,598.0,210.39,526.55,508.0,157.75,604.23,614.0,127.9,775.89,748.0,181.08,815.1,794.76,206.89,876.85,825.5,312.74,2021,,,,
91001.0,Alt-Treptow,1764,1613,1407,32,56,95,1294,17,535,12,669.29,631.0,198.92,496.58,483.0,111.36,621.43,595.0,82.63,720.37,704.5,205.74,829.83,755.43,218.52,1001.49,898.5,363.76,2021,,,,
91002.0,Plänterwald,1476,1362,1128,22,48,62,1029,21,166,19,735.95,708.0,172.05,653.6,652.0,131.75,688.86,673.0,107.56,752.73,693.0,234.25,803.78,762.97,221.84,1046.02,1021.0,294.19,2021,,,,
91003.0,Baumschulenweg,2753,2580,2205,53,74,98,2002,17,790,12,664.21,638.0,175.79,564.43,562.5,133.95,634.95,625.0,88.59,691.27,669.0,125.13,768.81,816.58,141.57,825.75,767.0,303.98,2021,,,,
91004.0,Johannisthal,2716,2514,2059,48,84,115,1871,18,1074,14,604.88,571.0,204.66,479.23,455.0,114.1,586.93,550.0,167.36,689.67,678.0,204.78,815.8,773.03,250.34,673.55,669.5,221.04,2021,,,,
92005.0,Oberschöneweide,3007,2791,2313,63,83,131,2110,24,921,18,657.13,622.0,185.66,539.64,524.0,117.74,586.11,583.0,132.97,760.34,727.0,162.06,781.69,742.13,153.27,881.49,797.5,313.72,2021,,,,
92006.0,Niederschöneweide,2295,2171,1860,38,53,71,1691,18,841,16,629.36,601.0,194.03,522.36,514.5,115.14,547.21,530.5,97.67,689.53,638.5,207.62,741.33,734.41,155.27,831.89,784.0,307.19,2021,,,,
92007.0,Adlershof,2606,2376,1987,29,128,100,1769,51,750,38,643.14,625.0,181.92,518.79,489.0,125.66,636.98,617.5,158.49,739.62,694.0,166.22,820.46,748.21,219.65,862.25,790.0,284.97,2021,,,,
92008.0,Köllnische Vorstadt/Spindlersfeld,1307,1232,1029,23,35,40,916,9,495,6,620.76,589.5,188.79,458.47,441.0,131.52,625.14,598.5,119.63,755.0,705.5,172.1,948.41,792.74,285.4,970.11,812.0,454.71,2021,,,,
93009.0,Altglienicke,2975,2807,2278,42,55,113,2000,17,569,8,720.44,694.0,213.59,595.51,620.0,136.16,682.2,676.0,134.55,927.32,906.0,147.7,967.71,932.13,301.2,981.49,909.0,310.46,2021,,,,
93010.0,Bohnsdorf,1903,1412,1170,24,71,68,978,23,411,6,686.25,641.0,234.95,536.19,558.0,124.11,830.81,824.0,201.28,1005.88,978.0,136.41,994.74,962.04,146.1,980.56,895.0,401.15,2021,,,,
93011.0,Grünau,944,871,747,22,22,51,647,7,242,5,690.99,657.0,206.79,647.65,642.0,127.18,814.14,779.5,214.52,790.06,804.5,137.14,1001.74,850.49,322.08,1009.0,929.5,298.27,2021,,,,
93012.0,Schmöckwitz,523,462,393,6,15,46,322,2,28,0,909.48,873.0,263.61,669.2,714.0,238.81,857.5,877.0,103.19,1116.0,1181.0,136.63,1138.35,1138.35,29.06,1051.58,931.5,413.82,2021,,,,
94013.0,Köpenick Süd,1397,1316,1095,31,29,51,962,5,265,3,717.92,685.0,200.84,596.42,587.0,107.96,742.44,716.5,152.43,752.93,751.0,87.52,1014.93,888.33,241.52,1043.25,915.5,387.75,2021,,,,
94014.0,Allende-Viertel,2103,1658,1394,34,36,54,1223,17,655,5,617.73,587.0,192.44,529.41,510.0,101.03,760.53,683.0,216.55,785.59,668.0,221.31,983.88,981.91,200.45,881.44,807.0,361.26,2021,,,,
94015.0,Altstadt Köpenick,1061,983,843,19,28,50,756,13,480,5,583.15,543.0,184.65,499.83,488.0,132.56,634.37,560.0,195.98,686.2,607.0,216.81,980.79,1051.48,248.73,976.9,1128.0,393.17,2021,,,,
94016.0,Müggelheim,607,567,467,15,7,33,394,5,119,0,767.92,730.0,257.55,600.7,532.0,187.81,747.6,759.0,158.79,1202.25,1207.0,83.4,1245.99,1264.45,187.94,1019.85,952.0,404.84,2021,,,,
95017.0,Friedrichshagen,2611,2497,2139,47,31,83,1786,3,802,0,648.87,626.5,225.09,576.28,584.0,110.39,666.56,687.5,182.0,871.55,859.0,114.64,1281.07,944.2,621.1,906.42,829.5,292.31,2021,,,,
95018.0,Rahnsdorf,1132,1043,885,27,21,68,710,2,325,0,695.33,620.5,276.51,614.88,608.0,195.95,785.29,765.0,138.02,1266.0,1266.0,,1589.28,1589.28,457.18,762.85,776.0,209.18,2021,,,,
95019.0,Dammvorstadt,1657,1525,1307,28,52,80,1175,8,632,3,618.3,585.0,185.53,495.89,470.0,159.41,639.05,622.0,112.65,805.71,748.0,218.25,1054.98,931.85,252.49,862.64,723.0,416.37,2021,,,,
95020.0,Köpenick Nord,1591,1523,1242,25,20,48,1128,5,315,1,711.0,681.5,193.83,575.05,577.0,129.27,766.0,745.0,97.79,916.75,841.5,250.24,994.5,996.35,156.95,1048.81,1019.0,357.7,2021,,,,
101001.0,Marzahn Nord,3431,3247,2676,69,91,91,2457,26,686,13,712.87,683.0,202.49,567.35,542.5,144.97,751.04,742.0,140.67,893.79,832.0,196.6,960.01,909.55,247.3,967.44,916.0,291.37,2021,,,,
101002.0,Marzahn Mitte,6978,6589,5505,125,185,204,5015,70,2136,45,651.53,623.0,180.67,549.71,542.5,112.24,674.62,651.0,178.53,750.46,722.0,188.39,875.07,841.73,213.07,848.29,742.5,321.53,2021,,,,
101003.0,Marzahn Süd,5724,5344,4479,104,183,197,4086,61,2421,46,597.58,566.5,188.04,513.01,504.0,123.77,641.45,606.0,197.05,720.76,676.0,205.84,810.33,789.92,159.52,793.17,662.0,350.36,2021,,,,
102004.0,Hellersdorf Nord,4905,4572,3726,74,163,167,3302,69,1093,51,704.95,664.0,210.63,588.32,573.0,116.43,660.85,651.0,139.53,795.43,772.5,206.48,846.35,823.93,176.39,870.42,867.0,254.02,2021,,,,
102005.0,Hellersdorf Ost,2497,2355,1911,43,64,78,1697,16,484,11,721.31,673.0,214.26,582.95,563.0,89.8,653.8,642.0,150.89,847.27,809.5,207.88,900.37,841.24,237.67,930.79,922.0,263.67,2021,,,,
102006.0,Hellersdorf Süd,3262,3101,2614,57,77,84,2312,24,1594,18,571.04,511.0,217.92,465.05,455.0,100.2,562.7,548.0,134.65,827.67,799.0,265.69,830.11,794.7,135.44,700.12,610.5,266.22,2021,,,,
103007.0,Biesdorf,4030,3355,2811,77,93,134,2562,31,1160,23,648.62,620.0,211.42,528.72,519.0,119.06,698.65,663.0,244.0,778.0,740.5,158.94,834.46,752.93,228.4,830.71,748.0,309.72,2021,,,,
104008.0,Kaulsdorf,1969,1538,1329,52,56,110,1194,22,502,12,686.8,635.0,239.61,559.84,547.0,166.56,597.7,589.0,127.57,793.07,832.0,146.02,983.64,895.44,349.26,869.2,774.0,278.72,2021,,,,
104009.0,Mahlsdorf,2312,2172,1833,53,44,96,1609,13,249,7,787.25,754.0,207.56,663.37,648.0,166.22,687.48,699.0,112.59,1009.4,916.0,214.64,965.97,898.55,201.46,995.95,963.0,315.22,2021,,,,
111001.0,"Malchow, Wartenberg und Falkenberg",651,606,497,15,18,27,449,2,164,0,693.52,669.0,238.34,470.38,454.0,125.39,775.11,708.0,260.7,851.5,784.0,265.06,1102.63,1102.63,166.76,908.67,896.5,301.3,2021,,,,
111002.0,Neu-Hohenschönhausen Nord,3873,3694,3011,61,87,92,2693,28,1251,16,656.5,618.0,209.79,544.62,529.0,129.37,702.68,717.0,194.48,881.72,853.0,147.61,943.33,876.11,182.83,981.07,1015.0,317.84,2021,,,,
111003.0,Neu-Hohenschönhausen Süd,3673,3494,2850,57,107,72,2591,32,812,18,692.81,659.0,186.52,591.28,594.5,104.58,712.9,702.0,190.66,874.63,853.0,157.65,904.22,885.66,150.9,908.41,887.5,238.77,2021,,,,
112004.0,Alt-Hohenschönhausen Nord,2446,2300,1925,37,85,59,1726,37,744,28,646.29,630.0,206.23,541.27,534.5,107.89,685.98,687.5,124.96,798.51,768.0,166.37,824.98,808.67,116.25,911.27,908.0,310.34,2021,,,,
